"Observation Type",Site,Lat,Lon,Region,MPA,Year,Date,Transect,Depth,Distance,Species,"Min Size (cm)","Max Size (cm)",Count
Invertebrate,"Otter Cove",36.634933,-121.919952,Central,"Pacific Grove Marine Gardens SMCA",2011,2011-06-04,5,12,30,"purple urchin",,,0
Invertebrate,"Otter Cove",36.634933,-121.919952,Central,"Pacific Grove Marine Gardens SMCA",2011,2011-06-04,6,12,30,"purple urchin",,,0
Invertebrate,Pescadero,36.562302,-121.959602,Central,"Carmel Pinnacles SMR",2011,2011-07-09,1,15,30,"purple urchin",,,1
Invertebrate,Pescadero,36.562302,-121.959602,Central,"Carmel Pinnacles SMR",2011,2011-07-09,2,15,30,"purple urchin",,,0
Invertebrate,Pescadero,36.562302,-121.959602,Central,"Carmel Pinnacles SMR",2011,2011-07-09,3,15,30,"purple urchin",,,0
Invertebrate,Pescadero,36.562302,-121.959602,Central,"Carmel Pinnacles SMR",2011,2011-07-09,4,15,30,"purple urchin",,,0
Invertebrate,Pescadero,36.562302,-121.959602,Central,"Carmel Pinnacles SMR",2011,2011-07-09,5,15,30,"purple urchin",,,0
Invertebrate,Pescadero,36.562302,-121.959602,Central,"Carmel Pinnacles SMR",2011,2011-07-09,6,15,30,"purple urchin",,,0
Invertebrate,"Lovers Point",36.62545,-121.911934,Central,"Lovers Point SMR",2011,2011-05-14,1,13,30,"purple urchin",,,1
Invertebrate,"Lovers Point",36.62545,-121.911934,Central,"Lovers Point SMR",2011,2011-05-14,2,13,30,"purple urchin",,,4
Invertebrate,"Lovers Point",36.62545,-121.911934,Central,"Lovers Point SMR",2011,2011-05-14,3,13,30,"purple urchin",,,0
Invertebrate,"Lovers Point",36.62545,-121.911934,Central,"Lovers Point SMR",2011,2011-05-14,4,13,30,"purple urchin",,,0
Invertebrate,"Lovers Point",36.62545,-121.911934,Central,"Lovers Point SMR",2011,2011-05-14,5,13,30,"purple urchin",,,0
Invertebrate,"Lovers Point",36.62545,-121.911934,Central,"Lovers Point SMR",2011,2011-05-14,6,13,30,"purple urchin",,,26
Invertebrate,"Spooners Cove",35.277134,-120.892899,Central,"Point Buchon SMR",2011,2011-08-27,1,12,30,"purple urchin",,,2
Invertebrate,"Spooners Cove",35.277134,-120.892899,Central,"Point Buchon SMR",2011,2011-08-27,2,12,14,"purple urchin",,,50
Invertebrate,"Spooners Cove",35.277134,-120.892899,Central,"Point Buchon SMR",2011,2011-08-27,3,12,30,"purple urchin",,,33
Invertebrate,"Spooners Cove",35.277134,-120.892899,Central,"Point Buchon SMR",2011,2011-08-27,4,12,30,"purple urchin",,,17
Invertebrate,"Spooners Cove",35.277134,-120.892899,Central,"Point Buchon SMR",2011,2011-08-27,5,12,30,"purple urchin",,,15
Invertebrate,"Spooners Cove",35.277134,-120.892899,Central,"Point Buchon SMR",2011,2011-08-27,6,12,30,"purple urchin",,,46
Invertebrate,Cayucos,35.4408,-120.936302,Central,"Morro Bay SMRMA",2011,2011-08-28,1,10,30,"purple urchin",,,0
Invertebrate,Cayucos,35.4408,-120.936302,Central,"Morro Bay SMRMA",2011,2011-08-28,2,10,30,"purple urchin",,,0
Invertebrate,Cayucos,35.4408,-120.936302,Central,"Morro Bay SMRMA",2011,2011-08-28,3,10,30,"purple urchin",,,1
Invertebrate,Cayucos,35.4408,-120.936302,Central,"Morro Bay SMRMA",2011,2011-08-28,4,10,30,"purple urchin",,,0
Invertebrate,Cayucos,35.4408,-120.936302,Central,"Morro Bay SMRMA",2011,2011-08-28,5,10,30,"purple urchin",,,0
Invertebrate,Cayucos,35.4408,-120.936302,Central,"Morro Bay SMRMA",2011,2011-08-28,6,10,30,"purple urchin",,,0
Invertebrate,"Refugio State Beach",34.461056,-120.066872,South,"Naples SMCA",2011,2011-06-11,1,15,2,"purple urchin",,,53
Invertebrate,"Refugio State Beach",34.461056,-120.066872,South,"Naples SMCA",2011,2011-06-11,2,15,30,"purple urchin",,,11
Invertebrate,"Refugio State Beach",34.461056,-120.066872,South,"Naples SMCA",2011,2011-06-11,3,15,2,"purple urchin",,,54
Invertebrate,"Refugio State Beach",34.461056,-120.066872,South,"Naples SMCA",2011,2011-06-11,4,15,30,"purple urchin",,,38
Invertebrate,"Refugio State Beach",34.461056,-120.066872,South,"Naples SMCA",2011,2011-06-11,5,15,30,"purple urchin",,,0
Invertebrate,"Refugio State Beach",34.461056,-120.066872,South,"Naples SMCA",2011,2011-06-11,6,15,30,"purple urchin",,,0
Invertebrate,"Sandstone Pt.",33.990665,-119.554398,South,"Footprint (Anacapa Channel) SMR",2011,2011-09-08,1,10,5,"purple urchin",,,50
Invertebrate,"Sandstone Pt.",33.990665,-119.554398,South,"Footprint (Anacapa Channel) SMR",2011,2011-09-08,2,10,5,"purple urchin",,,50
Invertebrate,"Crystal Cove",33.57135,-117.841103,South,"Crystal Cove SMCA",2011,2011-10-26,1,30,30,"purple urchin",,,0
Invertebrate,"Crystal Cove",33.57135,-117.841103,South,"Crystal Cove SMCA",2011,2011-10-26,2,30,30,"purple urchin",,,0
Invertebrate,"Crystal Cove",33.57135,-117.841103,South,"Crystal Cove SMCA",2011,2011-10-26,3,30,30,"purple urchin",,,0
Invertebrate,"Crystal Cove",33.57135,-117.841103,South,"Crystal Cove SMCA",2011,2011-10-26,4,30,30,"purple urchin",,,0
Invertebrate,"Crystal Cove",33.57135,-117.841103,South,"Crystal Cove SMCA",2011,2011-10-26,5,30,30,"purple urchin",,,0
Invertebrate,"Crystal Cove",33.57135,-117.841103,South,"Crystal Cove SMCA",2011,2011-10-26,6,30,30,"purple urchin",,,0
Invertebrate,"Van Damme",39.271915,-123.795914,North,"Van Damme SMCA",2011,2011-05-19,1,8,30,"purple urchin",,,12
Invertebrate,"Van Damme",39.271915,-123.795914,North,"Van Damme SMCA",2011,2011-05-19,2,8,30,"purple urchin",,,0
Invertebrate,"Van Damme",39.271915,-123.795914,North,"Van Damme SMCA",2011,2011-05-19,3,8,30,"purple urchin",,,0
Invertebrate,"Van Damme",39.271915,-123.795914,North,"Van Damme SMCA",2011,2011-05-19,4,8,30,"purple urchin",,,0
Invertebrate,"Van Damme",39.271915,-123.795914,North,"Van Damme SMCA",2011,2011-05-19,5,8,30,"purple urchin",,,0
Invertebrate,"Van Damme",39.271915,-123.795914,North,"Van Damme SMCA",2011,2011-05-19,6,8,30,"purple urchin",,,0
Invertebrate,"Portuguese Beach",39.303234,-123.803398,North,"Big River Estuary SMCA",2011,2011-05-18,1,8,30,"purple urchin",,,0
Invertebrate,"Portuguese Beach",39.303234,-123.803398,North,"Big River Estuary SMCA",2011,2011-05-18,2,8,30,"purple urchin",,,0
Invertebrate,"Portuguese Beach",39.303234,-123.803398,North,"Big River Estuary SMCA",2011,2011-05-18,3,8,30,"purple urchin",,,0
Invertebrate,"Portuguese Beach",39.303234,-123.803398,North,"Big River Estuary SMCA",2011,2011-05-18,4,8,30,"purple urchin",,,0
Invertebrate,"Portuguese Beach",39.303234,-123.803398,North,"Big River Estuary SMCA",2011,2011-05-18,5,8,30,"purple urchin",,,0
Invertebrate,"Portuguese Beach",39.303234,-123.803398,North,"Big River Estuary SMCA",2011,2011-05-18,6,8,30,"purple urchin",,,0
Invertebrate,"Mendocino Headlands",39.305283,-123.811218,North,"Russian Gulch SMCA",2011,2011-06-12,1,10,12,"purple urchin",,,56
Invertebrate,"Mendocino Headlands",39.305283,-123.811218,North,"Russian Gulch SMCA",2011,2011-06-12,2,10,30,"purple urchin",,,13
Invertebrate,"Mendocino Headlands",39.305283,-123.811218,North,"Russian Gulch SMCA",2011,2011-06-12,3,10,30,"purple urchin",,,9
Invertebrate,"Mendocino Headlands",39.305283,-123.811218,North,"Russian Gulch SMCA",2011,2011-06-12,4,10,30,"purple urchin",,,4
Invertebrate,"Mendocino Headlands",39.305283,-123.811218,North,"Russian Gulch SMCA",2011,2011-06-12,5,10,30,"purple urchin",,,12
Invertebrate,"Mendocino Headlands",39.305283,-123.811218,North,"Russian Gulch SMCA",2011,2011-06-12,6,10,30,"purple urchin",,,1
Invertebrate,"Ft Ross",38.510601,-123.245064,"North C","Gerstle Cove SMR",2011,2011-09-23,1,7,30,"purple urchin",,,0
Invertebrate,"Ft Ross",38.510601,-123.245064,"North C","Gerstle Cove SMR",2011,2011-09-23,2,7,30,"purple urchin",,,0
Invertebrate,"Ft Ross",38.510601,-123.245064,"North C","Gerstle Cove SMR",2011,2011-09-23,3,7,30,"purple urchin",,,1
Invertebrate,"Ft Ross",38.510601,-123.245064,"North C","Gerstle Cove SMR",2011,2011-09-23,4,7,30,"purple urchin",,,0
Invertebrate,"Ft Ross",38.510601,-123.245064,"North C","Gerstle Cove SMR",2011,2011-09-23,5,7,30,"purple urchin",,,0
Invertebrate,"Ft Ross",38.510601,-123.245064,"North C","Gerstle Cove SMR",2011,2011-09-23,6,7,30,"purple urchin",,,0
Invertebrate,"Carmel River",36.539082,-121.935097,Central,"Carmel Bay SMCA",2011,2011-08-06,1,13,30,"purple urchin",,,0
Invertebrate,"Carmel River",36.539082,-121.935097,Central,"Carmel Bay SMCA",2011,2011-08-06,2,13,30,"purple urchin",,,2
Invertebrate,"Carmel River",36.539082,-121.935097,Central,"Carmel Bay SMCA",2011,2011-08-06,3,13,30,"purple urchin",,,0
Invertebrate,"Carmel River",36.539082,-121.935097,Central,"Carmel Bay SMCA",2011,2011-08-06,4,13,30,"purple urchin",,,1
Invertebrate,"Carmel River",36.539082,-121.935097,Central,"Carmel Bay SMCA",2011,2011-08-06,5,13,30,"purple urchin",,,0
Invertebrate,"Carmel River",36.539082,-121.935097,Central,"Carmel Bay SMCA",2011,2011-08-06,6,13,30,"purple urchin",,,1
Invertebrate,"Coral St Lucus Pt",36.637768,-121.923218,Central,"Pacific Grove Marine Gardens SMCA",2011,2011-09-18,1,8,30,"purple urchin",,,0
Invertebrate,"Coral St Lucus Pt",36.637768,-121.923218,Central,"Pacific Grove Marine Gardens SMCA",2011,2011-09-18,2,8,30,"purple urchin",,,0
Invertebrate,"Coral St Lucus Pt",36.637768,-121.923218,Central,"Pacific Grove Marine Gardens SMCA",2011,2011-09-18,3,8,30,"purple urchin",,,0
Invertebrate,"Coral St Lucus Pt",36.637768,-121.923218,Central,"Pacific Grove Marine Gardens SMCA",2011,2011-09-18,4,8,30,"purple urchin",,,0
Invertebrate,"Coral St Lucus Pt",36.637768,-121.923218,Central,"Pacific Grove Marine Gardens SMCA",2011,2011-09-18,5,8,30,"purple urchin",,,0
Invertebrate,"Coral St Lucus Pt",36.637768,-121.923218,Central,"Pacific Grove Marine Gardens SMCA",2011,2011-09-18,6,8,30,"purple urchin",,,0
Invertebrate,"Ocean Cove",38.555119,-123.305664,"North C","Gerstle Cove SMR",2011,2011-10-20,1,6,30,"purple urchin",,,0
Invertebrate,"Ocean Cove",38.555119,-123.305664,"North C","Gerstle Cove SMR",2011,2011-10-20,2,6,30,"purple urchin",,,0
Invertebrate,"Ocean Cove",38.555119,-123.305664,"North C","Gerstle Cove SMR",2011,2011-10-20,3,6,30,"purple urchin",,,0
Invertebrate,"Ocean Cove",38.555119,-123.305664,"North C","Gerstle Cove SMR",2011,2011-10-20,4,6,30,"purple urchin",,,0
Invertebrate,"Ocean Cove",38.555119,-123.305664,"North C","Gerstle Cove SMR",2011,2011-10-20,5,6,30,"purple urchin",,,0
Invertebrate,"Ocean Cove",38.555119,-123.305664,"North C","Gerstle Cove SMR",2011,2011-10-20,6,6,30,"purple urchin",,,0
Invertebrate,"Lions Head",33.451241,-118.502098,South,"Arrow Point to Lion Head Point (Catalina Island) SMCA",2011,2011-11-22,1,10,30,"purple urchin",,,8
Invertebrate,"Lions Head",33.451241,-118.502098,South,"Arrow Point to Lion Head Point (Catalina Island) SMCA",2011,2011-11-22,2,10,30,"purple urchin",,,0
Invertebrate,"Lions Head",33.451241,-118.502098,South,"Arrow Point to Lion Head Point (Catalina Island) SMCA",2011,2011-11-22,3,10,30,"purple urchin",,,0
Invertebrate,"Lions Head",33.451241,-118.502098,South,"Arrow Point to Lion Head Point (Catalina Island) SMCA",2011,2011-11-22,4,10,30,"purple urchin",,,0
Invertebrate,"Lions Head",33.451241,-118.502098,South,"Arrow Point to Lion Head Point (Catalina Island) SMCA",2011,2011-11-22,5,10,30,"purple urchin",,,4
Invertebrate,"Lions Head",33.451241,-118.502098,South,"Arrow Point to Lion Head Point (Catalina Island) SMCA",2011,2011-11-22,6,10,30,"purple urchin",,,4
Invertebrate,"Bird Rock",33.450798,-118.487541,South,"Blue Cavern (Catalina Island) SMCA",2011,2011-11-23,1,11,30,"purple urchin",,,0
Invertebrate,"Bird Rock",33.450798,-118.487541,South,"Blue Cavern (Catalina Island) SMCA",2011,2011-11-23,2,11,30,"purple urchin",,,0
Invertebrate,"Bird Rock",33.450798,-118.487541,South,"Blue Cavern (Catalina Island) SMCA",2011,2011-11-23,3,11,30,"purple urchin",,,0
Invertebrate,"Bird Rock",33.450798,-118.487541,South,"Blue Cavern (Catalina Island) SMCA",2011,2011-11-23,4,11,30,"purple urchin",,,1
Invertebrate,"Bird Rock",33.450798,-118.487541,South,"Blue Cavern (Catalina Island) SMCA",2011,2011-11-23,5,11,30,"purple urchin",,,3
Invertebrate,"Bird Rock",33.450798,-118.487541,South,"Blue Cavern (Catalina Island) SMCA",2011,2011-11-23,6,11,30,"purple urchin",,,23
Invertebrate,"Pelican Anchorage",34.035648,-119.702499,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-10-12,1,8,30,"purple urchin",,,21
Invertebrate,"Pelican Anchorage",34.035648,-119.702499,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-10-12,2,8,7,"purple urchin",,,50
Invertebrate,"Pelican Anchorage",34.035648,-119.702499,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-10-12,3,8,9,"purple urchin",,,50
Invertebrate,"Pelican Anchorage",34.035648,-119.702499,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-10-12,4,8,1,"purple urchin",,,62
Invertebrate,"Pelican Anchorage",34.035648,-119.702499,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-10-12,5,8,2,"purple urchin",,,60
Invertebrate,"Pelican Anchorage",34.035648,-119.702499,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-10-12,6,8,1,"purple urchin",,,50
Invertebrate,"Little Corona Del Mar",33.589802,-117.868698,South,"Crystal Cove SMCA",2011,2011-10-29,1,8,30,"purple urchin",,,96
Invertebrate,"Little Corona Del Mar",33.589802,-117.868698,South,"Crystal Cove SMCA",2011,2011-10-29,2,8,30,"purple urchin",,,25
Invertebrate,"Little Corona Del Mar",33.589802,-117.868698,South,"Crystal Cove SMCA",2011,2011-10-29,3,8,30,"purple urchin",,,0
Invertebrate,"Little Corona Del Mar",33.589802,-117.868698,South,"Crystal Cove SMCA",2011,2011-10-29,4,8,30,"purple urchin",,,27
Invertebrate,"Little Corona Del Mar",33.589802,-117.868698,South,"Crystal Cove SMCA",2011,2011-10-29,5,8,30,"purple urchin",,,9
Invertebrate,"Little Corona Del Mar",33.589802,-117.868698,South,"Crystal Cove SMCA",2011,2011-10-29,6,8,30,"purple urchin",,,7
Invertebrate,"South La Jolla",32.81345,-117.285767,South,"South La Jolla SMR",2011,2011-10-15,1,14,30,"purple urchin",,,15
Invertebrate,"South La Jolla",32.81345,-117.285767,South,"South La Jolla SMR",2011,2011-10-15,2,14,30,"purple urchin",,,2
Invertebrate,"South La Jolla",32.81345,-117.285767,South,"South La Jolla SMR",2011,2011-10-15,3,14,30,"purple urchin",,,0
Invertebrate,"South La Jolla",32.81345,-117.285767,South,"South La Jolla SMR",2011,2011-10-15,4,14,30,"purple urchin",,,1
Invertebrate,"South La Jolla",32.81345,-117.285767,South,"South La Jolla SMR",2011,2011-10-15,5,14,30,"purple urchin",,,0
Invertebrate,"South La Jolla",32.81345,-117.285767,South,"South La Jolla SMR",2011,2011-10-15,6,14,30,"purple urchin",,,0
Invertebrate,"Cathedral Cove",34.016499,-119.368385,South,"Anacapa Island Special Closure",2011,2011-11-03,1,9,30,"purple urchin",,,25
Invertebrate,"Cathedral Cove",34.016499,-119.368385,South,"Anacapa Island Special Closure",2011,2011-11-03,2,9,17,"purple urchin",,,50
Invertebrate,"Cathedral Cove",34.016499,-119.368385,South,"Anacapa Island Special Closure",2011,2011-11-03,3,9,30,"purple urchin",,,25
Invertebrate,"Cathedral Cove",34.016499,-119.368385,South,"Anacapa Island Special Closure",2011,2011-11-03,4,9,30,"purple urchin",,,21
Invertebrate,"Cathedral Cove",34.016499,-119.368385,South,"Anacapa Island Special Closure",2011,2011-11-03,5,9,30,"purple urchin",,,30
Invertebrate,"Cathedral Cove",34.016499,-119.368385,South,"Anacapa Island Special Closure",2011,2011-11-03,6,9,30,"purple urchin",,,9
Invertebrate,"North Hill Street",32.728619,-117.264999,South,"Famosa Slough SMCA",2011,2011-09-18,1,10,30,"purple urchin",,,43
Invertebrate,"North Hill Street",32.728619,-117.264999,South,"Famosa Slough SMCA",2011,2011-09-18,2,10,30,"purple urchin",,,3
Invertebrate,"North Hill Street",32.728619,-117.264999,South,"Famosa Slough SMCA",2011,2011-09-18,3,10,30,"purple urchin",,,0
Invertebrate,"North Hill Street",32.728619,-117.264999,South,"Famosa Slough SMCA",2011,2011-09-18,4,10,30,"purple urchin",,,8
Invertebrate,"North Hill Street",32.728619,-117.264999,South,"Famosa Slough SMCA",2011,2011-09-18,5,10,30,"purple urchin",,,5
Invertebrate,"North Hill Street",32.728619,-117.264999,South,"Famosa Slough SMCA",2011,2011-09-18,6,10,30,"purple urchin",,,0
Invertebrate,"Light House",34.012634,-119.364197,South,"Anacapa Island SMR",2011,2011-10-13,1,7,6,"purple urchin",,,50
Invertebrate,"Light House",34.012634,-119.364197,South,"Anacapa Island SMR",2011,2011-10-13,2,7,2,"purple urchin",,,100
Invertebrate,"Light House",34.012634,-119.364197,South,"Anacapa Island SMR",2011,2011-10-13,3,7,2,"purple urchin",,,50
Invertebrate,"Light House",34.012634,-119.364197,South,"Anacapa Island SMR",2011,2011-10-13,4,7,3,"purple urchin",,,50
Invertebrate,"Light House",34.012634,-119.364197,South,"Anacapa Island SMR",2011,2011-10-13,5,7,2,"purple urchin",,,50
Invertebrate,"Light House",34.012634,-119.364197,South,"Anacapa Island SMR",2011,2011-10-13,6,7,1,"purple urchin",,,50
Invertebrate,"Cathedral Wall",34.015751,-119.371498,South,"Anacapa Island Special Closure",2011,2011-11-03,1,9,30,"purple urchin",,,11
Invertebrate,"Cathedral Wall",34.015751,-119.371498,South,"Anacapa Island Special Closure",2011,2011-11-03,2,9,30,"purple urchin",,,51
Invertebrate,"Cathedral Wall",34.015751,-119.371498,South,"Anacapa Island Special Closure",2011,2011-11-03,3,9,30,"purple urchin",,,30
Invertebrate,"Cathedral Wall",34.015751,-119.371498,South,"Anacapa Island Special Closure",2011,2011-11-03,4,9,30,"purple urchin",,,23
Invertebrate,"Cathedral Wall",34.015751,-119.371498,South,"Anacapa Island Special Closure",2011,2011-11-03,5,9,9,"purple urchin",,,50
Invertebrate,"Cathedral Wall",34.015751,-119.371498,South,"Anacapa Island Special Closure",2011,2011-11-03,6,9,13,"purple urchin",,,50
Invertebrate,"Scorpion Anchorage",34.048515,-119.552299,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-11-01,1,8,3,"purple urchin",,,56
Invertebrate,"Scorpion Anchorage",34.048515,-119.552299,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-11-01,2,8,1,"purple urchin",,,59
Invertebrate,"Scorpion Anchorage",34.048515,-119.552299,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-11-01,3,8,1,"purple urchin",,,50
Invertebrate,"Scorpion Anchorage",34.048515,-119.552299,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-11-01,4,8,2,"purple urchin",,,58
Invertebrate,"Scorpion Anchorage",34.048515,-119.552299,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-11-01,5,8,2,"purple urchin",,,55
Invertebrate,"Scorpion Anchorage",34.048515,-119.552299,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-11-01,6,8,2,"purple urchin",,,50
Invertebrate,Torqua,33.382999,-118.349998,South,"Casino Point (Catalina Island) SMCA",2011,2011-09-26,1,7,30,"purple urchin",,,0
Invertebrate,Torqua,33.382999,-118.349998,South,"Casino Point (Catalina Island) SMCA",2011,2011-09-26,2,7,30,"purple urchin",,,0
Invertebrate,Torqua,33.382999,-118.349998,South,"Casino Point (Catalina Island) SMCA",2011,2011-09-26,3,7,30,"purple urchin",,,0
Invertebrate,Torqua,33.382999,-118.349998,South,"Casino Point (Catalina Island) SMCA",2011,2011-09-26,4,7,30,"purple urchin",,,0
Invertebrate,Torqua,33.382999,-118.349998,South,"Casino Point (Catalina Island) SMCA",2011,2011-09-26,5,7,30,"purple urchin",,,0
Invertebrate,Torqua,33.382999,-118.349998,South,"Casino Point (Catalina Island) SMCA",2011,2011-09-26,6,7,30,"purple urchin",,,1
Invertebrate,Yellowbanks,33.998798,-119.550499,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-08-19,1,4,17,"purple urchin",,,50
Invertebrate,Yellowbanks,33.998798,-119.550499,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-08-19,2,4,4,"purple urchin",,,67
Invertebrate,Yellowbanks,33.998798,-119.550499,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-08-19,3,4,14,"purple urchin",,,82
Invertebrate,Yellowbanks,33.998798,-119.550499,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-08-19,4,4,30,"purple urchin",,,0
Invertebrate,Yellowbanks,33.998798,-119.550499,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-08-19,5,4,30,"purple urchin",,,0
Invertebrate,Yellowbanks,33.998798,-119.550499,South,"Scorpion (Santa Cruz Island) SMR",2011,2011-08-19,6,4,30,"purple urchin",,,1
Invertebrate,"Seal Rock North Crescent Bay",33.545547,-117.803696,South,"Laguna Beach SMR",2011,2011-09-24,1,8,10,"purple urchin",,,50
Invertebrate,"Seal Rock North Crescent Bay",33.545547,-117.803696,South,"Laguna Beach SMR",2011,2011-09-24,2,8,4,"purple urchin",,,50
Invertebrate,"Seal Rock North Crescent Bay",33.545547,-117.803696,South,"Laguna Beach SMR",2011,2011-09-24,3,8,2,"purple urchin",,,50
Invertebrate,"Seal Rock North Crescent Bay",33.545547,-117.803696,South,"Laguna Beach SMR",2011,2011-09-24,4,8,1,"purple urchin",,,50
Invertebrate,"Seal Rock North Crescent Bay",33.545547,-117.803696,South,"Laguna Beach SMR",2011,2011-09-24,5,8,2,"purple urchin",,,50
Invertebrate,"Seal Rock North Crescent Bay",33.545547,-117.803696,South,"Laguna Beach SMR",2011,2011-09-24,6,8,2,"purple urchin",,,50
Invertebrate,"Casino Point",33.349167,-118.324966,South,"Casino Point (Catalina Island) SMCA",2011,2011-10-21,1,12,30,"purple urchin",,,0
Invertebrate,"Casino Point",33.349167,-118.324966,South,"Casino Point (Catalina Island) SMCA",2011,2011-10-21,2,12,30,"purple urchin",,,2
Invertebrate,"Casino Point",33.349167,-118.324966,South,"Casino Point (Catalina Island) SMCA",2011,2011-10-21,3,12,30,"purple urchin",,,1
Invertebrate,"Casino Point",33.349167,-118.324966,South,"Casino Point (Catalina Island) SMCA",2011,2011-10-21,4,12,30,"purple urchin",,,0
Invertebrate,"Casino Point",33.349167,-118.324966,South,"Casino Point (Catalina Island) SMCA",2011,2011-10-21,5,12,30,"purple urchin",,,0
Invertebrate,"Casino Point",33.349167,-118.324966,South,"Casino Point (Catalina Island) SMCA",2011,2011-10-21,6,12,30,"purple urchin",,,0
Invertebrate,"Broomtail Reef",32.694233,-117.268066,South,"Cabrillo SMR",2011,2011-09-18,1,12,3,"purple urchin",,,50
Invertebrate,"Broomtail Reef",32.694233,-117.268066,South,"Cabrillo SMR",2011,2011-09-18,2,12,3,"purple urchin",,,50
Invertebrate,"Broomtail Reef",32.694233,-117.268066,South,"Cabrillo SMR",2011,2011-09-18,3,12,16,"purple urchin",,,50
Invertebrate,"Broomtail Reef",32.694233,-117.268066,South,"Cabrillo SMR",2011,2011-09-18,4,12,10,"purple urchin",,,50
Invertebrate,"Broomtail Reef",32.694233,-117.268066,South,"Cabrillo SMR",2011,2011-09-18,5,12,24,"purple urchin",,,50
Invertebrate,"Broomtail Reef",32.694233,-117.268066,South,"Cabrillo SMR",2011,2011-09-18,6,12,30,"purple urchin",,,16
Invertebrate,"Cueva Valdez ",34.055,-119.809998,South,"Painted Cave (Santa Cruz Island) SMCA",2011,2011-10-11,1,9,30,"purple urchin",,,0
Invertebrate,"Cueva Valdez ",34.055,-119.809998,South,"Painted Cave (Santa Cruz Island) SMCA",2011,2011-10-11,2,9,30,"purple urchin",,,16
Invertebrate,"Cueva Valdez ",34.055,-119.809998,South,"Painted Cave (Santa Cruz Island) SMCA",2011,2011-10-11,3,9,30,"purple urchin",,,21
Invertebrate,"Cueva Valdez ",34.055,-119.809998,South,"Painted Cave (Santa Cruz Island) SMCA",2011,2011-10-11,4,9,30,"purple urchin",,,10
Invertebrate,"Cueva Valdez ",34.055,-119.809998,South,"Painted Cave (Santa Cruz Island) SMCA",2011,2011-10-11,5,9,30,"purple urchin",,,48
Invertebrate,"Cueva Valdez ",34.055,-119.809998,South,"Painted Cave (Santa Cruz Island) SMCA",2011,2011-10-11,6,9,30,"purple urchin",,,30
Invertebrate,"120 Reef",33.737919,-118.392014,South,"Abalone Cove SMCA",2011,2011-09-17,1,8,2,"purple urchin",,,50
Invertebrate,"120 Reef",33.737919,-118.392014,South,"Abalone Cove SMCA",2011,2011-09-17,2,8,12,"purple urchin",,,50
Invertebrate,"120 Reef",33.737919,-118.392014,South,"Abalone Cove SMCA",2011,2011-09-17,3,8,30,"purple urchin",,,41
Invertebrate,"120 Reef",33.737919,-118.392014,South,"Abalone Cove SMCA",2011,2011-09-17,4,8,24,"purple urchin",,,50
Invertebrate,"120 Reef",33.737919,-118.392014,South,"Abalone Cove SMCA",2011,2011-09-17,5,8,30,"purple urchin",,,37
Invertebrate,"120 Reef",33.737919,-118.392014,South,"Abalone Cove SMCA",2011,2011-09-17,6,8,15,"purple urchin",,,50
Invertebrate,"Divers Cove",33.543171,-117.796577,South,"Laguna Beach SMR",2011,2011-07-23,1,6,30,"purple urchin",,,0
Invertebrate,"Divers Cove",33.543171,-117.796577,South,"Laguna Beach SMR",2011,2011-07-23,2,6,2,"purple urchin",,,50
Invertebrate,"Divers Cove",33.543171,-117.796577,South,"Laguna Beach SMR",2011,2011-07-23,3,6,30,"purple urchin",,,8
Invertebrate,"Divers Cove",33.543171,-117.796577,South,"Laguna Beach SMR",2011,2011-07-23,4,6,1,"purple urchin",,,61
Invertebrate,"Divers Cove",33.543171,-117.796577,South,"Laguna Beach SMR",2011,2011-07-23,5,6,1,"purple urchin",,,50
Invertebrate,"Divers Cove",33.543171,-117.796577,South,"Laguna Beach SMR",2011,2011-07-23,6,6,1,"purple urchin",,,50
Invertebrate,"Long Point West",33.410526,-118.378906,South,"Long Point (Catalina Island) SMR",2012,2012-04-30,1,12,30,"purple urchin",,,1
Invertebrate,"Long Point West",33.410526,-118.378906,South,"Long Point (Catalina Island) SMR",2012,2012-04-30,2,12,30,"purple urchin",,,0
Invertebrate,"Long Point West",33.410526,-118.378906,South,"Long Point (Catalina Island) SMR",2012,2012-04-30,3,12,30,"purple urchin",,,0
Invertebrate,"Long Point West",33.410526,-118.378906,South,"Long Point (Catalina Island) SMR",2012,2012-04-30,4,12,30,"purple urchin",,,1
Invertebrate,"Long Point West",33.410526,-118.378906,South,"Long Point (Catalina Island) SMR",2012,2012-04-30,5,12,30,"purple urchin",,,0
